month,Customer Code,pincode,Zone,Customer Name (Sold to Party),CFA Name,name of customer,SKU No,channel_sales,ECB_Primary_Sales,,
01-02-26,10031623,122015,North,Threpsi Solutions Private Limi,CFA-AIL-New Delhi,PharmEasy,2200001034,0,2778.24,,
01-02-26,10031623,122015,North,Threpsi Solutions Private Limi,CFA-AIL-New Delhi,PharmEasy,2200001034,0,36117.12,,
01-02-26,10031624,400078,West,THREPSI SOLUTIONS PVT LTD,CFA-AIL-Mumbai,PharmEasy,2200001034,0,2778.24,,
01-02-26,10031624,400078,West,THREPSI SOLUTIONS PVT LTD,CFA-AIL-Mumbai,PharmEasy,2200001034,0,176418.24,,
01-02-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2200001034,0,44451.84,,
01-02-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2200001034,0,33338.88,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2200001034,0,13891.2,,
01-02-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2200001034,0,100016.64,,
01-02-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2200001034,0,91681.92,,
01-02-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2200001034,0,100016.64,,
01-02-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2200001034,0,222259.2,,
01-02-26,10032145,500072,South,SREE VENKATESHWARA MEDISOLUTIO,CFA-AIL-Hyderabad,Aster,2200001034,0,22225.92,,
01-02-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2200001034,0,1389.12,,
01-02-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2200001034,0,11112.96,,
01-02-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2200001034,0,11112.96,,
01-02-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2200001034,0,27782.4,,
01-02-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2200001034,0,13891.2,,
01-02-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2200001034,0,22225.92,,
01-02-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2200001034,0,11112.96,,
01-02-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2200001034,0,5556.48,,
01-02-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2200001034,0,16669.44,,
01-02-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2200001034,0,22225.92,,
01-02-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2200001034,0,22225.92,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,9723.84,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,8334.72,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,5556.48,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,11112.96,,
01-02-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2200001034,0,11112.96,,
01-02-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2200001034,0,8334.72,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,12502.08,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,5556.48,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,6945.6,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,2778.24,,
01-02-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2200001034,0,4167.36,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,12502.08,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,12502.08,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,8334.72,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,2778.24,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,9723.84,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,2778.24,,
01-02-26,10034118,421302,West,WORKCELL SOLUTIONS PRIVATE LIM,CFA-AIL-Mumbai,Zeno Health,2200001034,0,9723.84,,
01-02-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2200001034,0,12502.08,,
01-02-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2200001034,0,25004.16,,
01-02-26,10034528,600041,South,PALEPU PHARMA DISTRIBUTORS,CFA-AIL-Chennai,Apollo Retail,2200001034,0,173640,,
01-02-26,10034528,600041,South,PALEPU PHARMA DISTRIBUTORS,CFA-AIL-Chennai,Apollo Retail,2200001034,0,173640,,
01-02-26,10034528,600041,South,PALEPU PHARMA DISTRIBUTORS,CFA-AIL-Chennai,Apollo Retail,2200001034,0,173640,,
01-02-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2200001034,0,24309.6,,
01-02-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2200001034,0,-111.64,,
01-02-26,10034756,560026,South,EMAMI FRANK ROSS LTD,CFA-AIL-Bangalore,Frank Ross,2200001034,0,9723.84,,
01-02-26,10034756,560026,South,EMAMI FRANK ROSS LTD,CFA-AIL-Bangalore,Frank Ross,2200001034,0,2778.24,,
01-02-26,10034756,560026,South,EMAMI FRANK ROSS LTD,CFA-AIL-Bangalore,Frank Ross,2200001034,0,8334.72,,
01-02-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2200001034,0,41673.6,,
01-02-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2200001034,0,18058.56,,
01-02-26,10034890,110064,North,THERYCO HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Amazon & Flipkart,2200001034,0,5556.48,,
01-02-26,10034890,110064,South,THERYCO HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Amazon & Flipkart,2200001034,0,2778.24,,
01-02-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,44451.84,,
01-02-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,33338.88,,
01-02-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,44451.84,,
01-02-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2200001034,0,111129.6,,
01-02-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2200001034,0,-111.65,,
01-02-26,10035484,562106,South,Reliance Retail Limited,CFA-AIL-Bangalore,NetMeds,2200001034,0,5556.48,,
01-02-26,10035484,562106,South,Reliance Retail Limited,CFA-AIL-Bangalore,NetMeds,2200001034,0,2778.24,,
01-02-26,10035484,562106,South,Reliance Retail Limited,CFA-AIL-Bangalore,NetMeds,2200001034,0,22225.92,,
01-02-26,10035485,421302,West,Reliance Retail Limited,CFA-AIL-Mumbai,NetMeds,2200001034,0,1389.12,,
01-02-26,10035485,421302,West,Reliance Retail Limited,CFA-AIL-Mumbai,NetMeds,2200001034,0,2778.24,,
01-02-26,10035486,711302,East,Reliance Retail Limited,CFA-AIL-Kolkotta,NetMeds,2200001034,0,5788,,
01-02-26,10035487,201301,North,Reliance Retail Limited,CFA AIL GHAZIABAD,NetMeds,2200001034,0,1389.12,,
01-02-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2200001034,0,18058.56,,
01-02-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2200001034,0,11112.96,,
01-02-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2200001034,0,18058.56,,
01-02-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2200001034,0,111129.6,,
01-02-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2200001034,0,44451.84,,
01-02-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2200001034,0,111129.6,,
01-02-26,10035541,700104,East,PHARMACY WHOLESALE DIVISION,CFA-AIL-Kolkotta,MS PHARMACY,2200001034,0,13891.2,,
01-02-26,10035541,700104,East,PHARMACY WHOLESALE DIVISION,CFA-AIL-Kolkotta,MS PHARMACY,2200001034,0,1389.12,,
01-02-26,10035771,781034,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Guwahati(S),Tata 1mg,2200001034,0,1389.12,,
01-02-26,10035778,221108,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-VARANASI,Apollo Retail,2200001034,0,2778.24,,
01-02-26,10035778,221108,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-VARANASI,Apollo Retail,2200001034,0,4167.36,,
01-02-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2200001034,0,6945.6,,
01-02-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2200001034,0,2315.2,,
01-02-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2200001034,0,4630.4,,
01-02-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2200001034,0,3472.8,,
01-02-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,69456,,
01-02-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,88903.68,,
01-02-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,100016.64,,
01-02-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2200001034,0,88903.68,,
01-02-26,10035827,600008,South,Muthu Pharmacy Private Limited,CFA-AIL-Chennai,Muthu Pharmacy,2200001034,0,11112.96,,
01-02-26,10035827,600008,South,Muthu Pharmacy Private Limited,CFA-AIL-Chennai,Muthu Pharmacy,2200001034,0,11112.96,,
01-02-26,10035851,121006,North,ANKW PHARMA RETAIL PRIVATE LIM,CFA-AIL-New Delhi,Truemeds,2200001034,0,51397.44,,
01-02-26,10035851,121006,North,ANKW PHARMA RETAIL PRIVATE LIM,CFA-AIL-New Delhi,Truemeds,2200001034,0,61468.56,,
01-02-26,10035878,403709,West,MEHER LIFECARE PRIVATE LIMITED,CFA-AIL-PUNE,Apollo Retail,2200001034,0,6945.6,,
01-02-26,10035878,403709,West,MEHER LIFECARE PRIVATE LIMITED,CFA-AIL-PUNE,Apollo Retail,2200001034,0,4630.4,,
01-02-26,10035878,403709,West,MEHER LIFECARE PRIVATE LIMITED,CFA-AIL-PUNE,Apollo Retail,2200001034,0,4167.36,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,1389.12,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,1389.12,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,2778.24,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,4167.36,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,4167.36,,
01-02-26,10035925,122503,West,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,-1389.12,,
01-02-26,10035925,122503,South,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,3472.8,,
01-02-26,10035925,122503,South,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,4167.36,,
01-02-26,10035925,122503,South,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,12502.08,,
01-02-26,10035925,122503,North,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,4630.4,,
01-02-26,10035925,122503,North,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,4167.36,,
01-02-26,10035925,122503,North,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,2315.2,,
01-02-26,10035925,122503,North,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,3472.8,,
01-02-26,10035925,122503,South,NOVAESTAR SOLUTIONS PRIVATE LI,CFA-AIL-New Delhi,QCommerce,2200001034,0,6945.6,,
01-02-26,10036007,400079,West,VISTARAN HEALTHCARE SERVICE PV,CFA-AIL-Mumbai,PILLS & MORE,2200001034,0,1389.12,,
01-02-26,10036049,560026,South,HIVELOOP E-COMMERCE PVT LTD,CFA-AIL-Bangalore,QCommerce,2200001034,0,58343.04,,
01-02-26,10036049,560026,South,HIVELOOP E-COMMERCE PVT LTD,CFA-AIL-Bangalore,QCommerce,2200001034,0,5556.48,,
01-02-26,10036663,226012,North,THERYCO HEALTHCARE SOLUTIONS P,CFA-AIL-Lucknow,Amazon & Flipkart,2200001034,0,2315.2,,
01-02-26,10036689,500029,South,THERYCO HEALTHCARE SOLUTIONS P,CFA-AIL-Hyderabad,Amazon & Flipkart,2200001034,0,4167.36,,
01-02-26,10036693,560039,South,THERYCO HEALTHCARE SOLUTIONS P,CFA-AIL-Bangalore,Amazon & Flipkart,2200001034,0,11112.96,,
01-02-26,10022843,641002,South,PASUMAI PHARMACIES INDIA PVT L,CFA-AIL-Chennai,Pulse Pharmacy,2200001138,0,3091.44,,
01-02-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2200001138,0,34005.84,,
01-02-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2200001138,0,32202.5,,
01-02-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2200001138,0,57191.64,,
01-02-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2200001138,0,71103.12,,
01-02-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2200001138,0,3091.44,,
01-02-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2200001138,0,17002.92,,
01-02-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2200001138,0,15457.2,,
01-02-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2200001138,0,21640.08,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,61828.8,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,24731.52,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,49463.04,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,24731.52,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,24731.52,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,24731.52,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,24731.52,,
01-02-26,10023206,500018,South,KEIMED PRIVATE LIMITED,CFA-AIL-Hyderabad,Apollo Retail,2200001138,0,37097.28,,
01-02-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2200001138,0,28338.2,,
01-02-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2200001138,0,21897.7,,
01-02-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2200001138,0,41219.2,,
01-02-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2200001138,0,61828.8,,
01-02-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2200001138,0,10820.04,,
01-02-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2200001138,0,18033.4,,
01-02-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2200001138,0,13911.48,,
01-02-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2200001138,0,32460.12,,
01-02-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2200001138,0,13911.48,,
01-02-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2200001138,0,9274.32,,
01-02-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2200001138,0,18548.64,,
01-02-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2200001138,0,21640.08,,
01-02-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2200001138,0,3864.3,,
01-02-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2200001138,0,1288.1,,
01-02-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2200001138,0,5152.4,,
01-02-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2200001138,0,5152.4,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,29368.68,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,54100.2,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,23185.8,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,17002.92,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,18548.64,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,15457.2,,
01-02-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2200001138,0,40188.72,,
01-02-26,10026577,441202,West,Optival Health Solutions Pvt L,CFA-AIL-NAGPUR,Medplus,2200001138,0,13911.48,,
01-02-26,10026757,700039,East,NIRAMAY DISTRIBUTORS PVT. LTD.,CFA-AIL-Kolkotta,Frank Ross,2200001138,0,18033.4,,
01-02-26,10026757,700039,East,NIRAMAY DISTRIBUTORS PVT. LTD.,CFA-AIL-Kolkotta,Frank Ross,2200001138,0,1932.15,,
01-02-26,10026757,700039,East,NIRAMAY DISTRIBUTORS PVT. LTD.,CFA-AIL-Kolkotta,Frank Ross,2200001138,0,23701.04,,
01-02-26,10026757,700039,East,NIRAMAY DISTRIBUTORS PVT. LTD.,CFA-AIL-Kolkotta,Frank Ross,2200001138,0,33490.6,,
01-02-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2200001138,0,3091.44,,
01-02-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2200001138,0,3091.44,,
01-02-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2200001138,0,3091.44,,
01-02-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2200001138,0,3091.44,,
01-02-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2200001138,0,4637.16,,
01-02-26,10027987,700144,North,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2200001138,0,12365.76,,
01-02-26,10027987,700144,North,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2200001138,0,10820.04,,
01-02-26,10027987,700144,North,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2200001138,0,20094.36,,
