pincode,Division Name,Affiliate,Pin.Code,State,District,Previously Mapped Territory Code,Final Mapped Territory,channel_sales
721632,NEUROLIFE,AIL,721632,West Bengal,East Midnapore,PT003389,PT003389,13656.6665
757041,NEUROLIFE,AIL,757041,Odisha,Mayurbhanj,PT001461,PT001461,2882.86
190001,NEUROLIFE,AIL,190001,Jammu & Kashmir,Srinagar,PT003405,PT003405,154.64
621710,NEUROLIFE,AIL,621710,Tamil Nadu,Ariyalur,IT011723,IT011723,
560019,NEUROLIFE,AIL,560019,Karnataka,Bangalore,PT001483,PT001483,51944.347
845428,NEUROLIFE,AIL,845428,Bihar,East Champaran,PT003391,PT003391,
232102,NEUROLIFE,AIL,232102,Uttar Pradesh,Varanasi,PT001459,PT001459,
425111,NEUROLIFE,AIL,425111,Maharashtra,Jalgaon,IT008397,IT008397,
813201,NEUROLIFE,AIL,813201,Bihar,Munger,IT008383,IT008383,324
227805,NEUROLIFE,AIL,227805,Uttar Pradesh,Sultanpur,PT001458,PT001458,
600058,NEUROLIFE,AIL,600058,Tamil Nadu,Tiruvallur,PT001490,PT001490,27536.15743
641022,NEUROLIFE,AIL,641022,Tamil Nadu,Coimbatore,PT001491,PT001491,13277.6395
641044,NEUROLIFE,AIL,641044,Tamil Nadu,Coimbatore,PT001491,PT001491,2613.99
638656,NEUROLIFE,AIL,638656,Tamil Nadu,Erode,IT014568,IT014568,52301.138
442703,NEUROLIFE,AIL,442703,Maharashtra,Gadchiroli,IT014727,IT014727,
403720,NEUROLIFE,AIL,403720,Goa,South Goa,PT003369,PT003369,
143514,NEUROLIFE,AIL,143514,Punjab,Gurdaspur,IT011107,IT011107,
146113,NEUROLIFE,AIL,146113,Punjab,Hoshiarpur,IT014576,IT014576,
284201,NEUROLIFE,AIL,284201,Uttar Pradesh,Jhansi,PT001460,PT001460,
342015,NEUROLIFE,AIL,342015,Rajasthan,Jodhpur,PT001456,PT001456,1113.44
515591,NEUROLIFE,AIL,515591,Andhra Pradesh,Ananthapur,IT014683,IT014683,49116.2965
691572,NEUROLIFE,AIL,691572,Kerala,Kollam,PT003380,PT003380,
136129,NEUROLIFE,AIL,136129,Haryana,Kurukshetra,IT014583,IT014583,
625002,NEUROLIFE,AIL,625002,Tamil Nadu,Madurai,PT001492,PT001492,42858.153
574142,NEUROLIFE,AIL,574142,Karnataka,Dakshina Kannada,PT001484,PT001484,16718.8715
422004,NEUROLIFE,AIL,422004,Maharashtra,Nashik,PT003393,PT003393,3726.0175
423106,NEUROLIFE,AIL,423106,Maharashtra,Nashik,PT003393,PT003393,70.2
678103,NEUROLIFE,AIL,678103,Kerala,Palakkad,PT003409,PT003409,
835215,NEUROLIFE,AIL,835215,Jharkhand,Ranchi,PT003399,PT003399,
173101,NEUROLIFE,AIL,173101,Himachal Pradesh,Sirmaur,IT022901,IT022901,
331507,NEUROLIFE,AIL,331507,Rajasthan,Churu,IT014647,IT014647,
680101,NEUROLIFE,AIL,680101,Kerala,Thrissur,PT003409,PT003409,212.1
641601,NEUROLIFE,AIL,641601,Tamil Nadu,Coimbatore,PT001491,PT001491,5958.896
600072,NEUROLIFE,AIL,600072,Tamil Nadu,Tiruvallur,PT001490,PT001490,37441.4225
673577,NEUROLIFE,AIL,673577,Kerala,Wayanad,PT001487,PT001487,
445304,NEUROLIFE,AIL,445304,Maharashtra,Yavatmal,IT016616,IT016616,2859.968
799006,NEUROLIFE,AIL,799006,Tripura,West Tripura,IT008373,IT008373,
591115,NEUROLIFE,AIL,591115,Karnataka,Belgaum,PT006183,PT006183,4901.4745
441802,NEUROLIFE,AIL,441802,Maharashtra,Bhandara,PT001473,PT001473,
753001,NEUROLIFE,AIL,753001,Odisha,Cuttack,PT001461,PT001461,11074.121
274182,NEUROLIFE,AIL,274182,Uttar Pradesh,Deoria,PT003370,PT003370,
274201,NEUROLIFE,AIL,274201,Uttar Pradesh,Deoria,PT003370,PT003370,
455223,NEUROLIFE,AIL,455223,Madhya Pradesh,Dewas,PT001475,PT001475,
822114,NEUROLIFE,AIL,822114,Jharkhand,Garhwa,PT003399,PT003399,1486.8
815312,NEUROLIFE,AIL,815312,Jharkhand,Giridh,PT003364,PT003364,
534102,NEUROLIFE,AIL,534102,Andhra Pradesh,West Godavari,IT014677,IT014677,7830.53
711414,NEUROLIFE,AIL,711414,West Bengal,Howrah,PT005669,PT005669,1542.56
691015,NEUROLIFE,AIL,691015,Kerala,Kollam,PT003380,PT003380,
497339,NEUROLIFE,AIL,497339,Chattisgarh,Koriya,IT014634,IT014634,
276405,NEUROLIFE,AIL,276405,Uttar Pradesh,Mau,IT014538,IT014538,
721635,NEUROLIFE,AIL,721635,West Bengal,East Midnapore,PT001463,PT001463,6751.2
570029,NEUROLIFE,AIL,570029,Karnataka,Mysore,IT014743,IT014743,
801303,NEUROLIFE,AIL,801303,Bihar,Nalanda,PT001467,PT001467,154.64
689594,NEUROLIFE,AIL,689594,Kerala,Pathanamthitta,IT014694,IT014694,
523372,NEUROLIFE,AIL,523372,Andhra Pradesh,Prakasam,IT008414,IT008414,
415023,NEUROLIFE,AIL,415023,Maharashtra,Satara,PT001471,PT001471,
843313,NEUROLIFE,AIL,843313,Bihar,Sitamarhi,PT003391,PT003391,6236.05
841236,NEUROLIFE,AIL,841236,Bihar,Siwan,PT001467,PT001467,
521333,NEUROLIFE,AIL,521333,Andhra Pradesh,Krishna,PT001481,PT001481,28383.767
445207,NEUROLIFE,AIL,445207,Maharashtra,Yavatmal,IT016616,IT016616,
641047,NEUROLIFE,AIL,641047,Tamil Nadu,Coimbatore,PT001491,PT001491,19855.312
682312,NEUROLIFE,AIL,682312,Kerala,Ernakulam,PT001485,PT001485,1078.07
500022,NEUROLIFE,AIL,500022,Telangana,Hyderabad,PT001480,PT001480,
799035,NEUROLIFE,AIL,799035,Tripura,West Tripura,IT008373,IT008373,
722121,NEUROLIFE,AIL,722121,West Bengal,Bankura,IT014528,IT014528,1584.85
638011,NEUROLIFE,AIL,638011,Tamil Nadu,Erode,IT014568,IT014568,22019.10867
403705,NEUROLIFE,AIL,403705,Goa,South Goa,PT003369,PT003369,3439.16
825406,NEUROLIFE,AIL,825406,Jharkhand,Hazaribag,PT003399,PT003399,386.1
424206,NEUROLIFE,AIL,424206,Maharashtra,Jalgaon,IT008397,IT008397,143.5
284406,NEUROLIFE,AIL,284406,Uttar Pradesh,Lalitpur,PT001460,PT001460,
829203,NEUROLIFE,AIL,829203,Jharkhand,Latehar,PT003364,PT003364,
523286,NEUROLIFE,AIL,523286,Andhra Pradesh,Prakasam,IT008414,IT008414,210.6
402108,NEUROLIFE,AIL,402108,Maharashtra,Raigarh(Mh),PT001468,PT001468,1834.69
360001,NEUROLIFE,AIL,360001,Gujarat,Rajkot,PT004850,PT004850,1010.1705
621601,NEUROLIFE,AIL,621601,Tamil Nadu,Tiruchirappalli,IT008428,IT008428,25104.5225
521185,NEUROLIFE,AIL,521185,Andhra Pradesh,Krishna,PT001481,PT001481,17414.8475
483504,NEUROLIFE,AIL,483504,Madhya Pradesh,Katni,PT001477,PT001477,141.06
392150,NEUROLIFE,AIL,392150,Gujarat,Bharuch,PT002900,PT002900,15884.54
517425,NEUROLIFE,AIL,517425,Andhra Pradesh,Chittoor,IT014680,IT014680,73444.3301
641002,NEUROLIFE,AIL,641002,Tamil Nadu,Coimbatore,PT001491,PT001491,148437.6915
641028,NEUROLIFE,AIL,641028,Tamil Nadu,Coimbatore,PT001491,PT001491,5644.45
754005,NEUROLIFE,AIL,754005,Odisha,Cuttack,PT001461,PT001461,3651.1185
624802,NEUROLIFE,AIL,624802,Tamil Nadu,Dindigul,PT001492,PT001492,
273202,NEUROLIFE,AIL,273202,Uttar Pradesh,Gorakhpur,PT003370,PT003370,
132116,NEUROLIFE,AIL,132116,Haryana,Karnal,IT014583,IT014583,2680.77
671541,NEUROLIFE,AIL,671541,Kerala,Kasargod,PT005843,PT005843,6314.71
416007,NEUROLIFE,AIL,416007,Maharashtra,Kolhapur,PT001472,PT001472,2133.351
721160,NEUROLIFE,AIL,721160,West Bengal,West Midnapore,PT003389,PT003389,448.28
400087,NEUROLIFE,AIL,400087,Maharashtra,Mumbai,PT001468,PT001468,2420.12
524341,NEUROLIFE,AIL,524341,Andhra Pradesh,Nellore,IT008414,IT008414,
230135,NEUROLIFE,AIL,230135,Uttar Pradesh,Pratapgarh,IT008364,IT008364,307.62
192303,NEUROLIFE,AIL,192303,Jammu & Kashmir,Pulwama,PT003405,PT003405,
411009,NEUROLIFE,AIL,411009,Maharashtra,Pune,PT001471,PT001471,26923.30957
402105,NEUROLIFE,AIL,402105,Maharashtra,Raigarh(Mh),PT001468,PT001468,2076
140113,NEUROLIFE,AIL,140113,Punjab,Rupnagar,PT001452,PT001452,70.53
768005,NEUROLIFE,AIL,768005,Odisha,Sambalpur,IT014731,IT014731,
768017,NEUROLIFE,AIL,768017,Odisha,Sambalpur,IT014731,IT014731,
125075,NEUROLIFE,AIL,125075,Haryana,Sirsa,IT014744,IT014744,105.3
261141,NEUROLIFE,AIL,261141,Uttar Pradesh,Sitapur,PT001458,PT001458,
799120,NEUROLIFE,AIL,799120,Tripura,South Tripura,IT008373,IT008373,11631.71
445105,NEUROLIFE,AIL,445105,Maharashtra,Yavatmal,IT016616,IT016616,
600051,NEUROLIFE,AIL,600051,Tamil Nadu,Tiruvallur,PT001490,PT001490,21082.0705
682305,NEUROLIFE,AIL,682305,Kerala,Ernakulam,PT001485,PT001485,5504.164833
676101,NEUROLIFE,AIL,676101,Kerala,Malappuram,IT014700,IT014700,
185234,NEUROLIFE,AIL,185234,Jammu & Kashmir,Rajauri,PT003378,PT003378,
515003,NEUROLIFE,AIL,515003,Andhra Pradesh,Ananthapur,IT014683,IT014683,
271821,NEUROLIFE,AIL,271821,Uttar Pradesh,Shrawasti,PT001458,PT001458,
246747,NEUROLIFE,AIL,246747,Uttar Pradesh,Bijnor,PT005328,PT005328,
788098,NEUROLIFE,AIL,788098,Assam,Cachar,PT003435,PT003435,
683104,NEUROLIFE,AIL,683104,Kerala,Ernakulam,PT001485,PT001485,2052.33
522502,NEUROLIFE,AIL,522502,Andhra Pradesh,Guntur,PT003371,PT003371,6866.22
283122,NEUROLIFE,AIL,283122,Uttar Pradesh,Agra,IT014545,IT014545,
148001,NEUROLIFE,AIL,148001,Punjab,Sangrur,IT014580,IT014580,1095.2
395001,NEUROLIFE,AIL,395001,Gujarat,Surat,PT001479,PT001479,14421.07
534311,NEUROLIFE,AIL,534311,Andhra Pradesh,West Godavari,IT014677,IT014677,
533220,NEUROLIFE,AIL,533220,Andhra Pradesh,East Godavari,PT005713,PT005713,9379.065143
851117,NEUROLIFE,AIL,851117,Bihar,Begusarai,PT003391,PT003391,
174029,NEUROLIFE,AIL,174029,Himachal Pradesh,Bilaspur (Hp),IT022901,IT022901,
847103,NEUROLIFE,AIL,847103,Bihar,Darbhanga,IT008384,IT008384,
247663,NEUROLIFE,AIL,247663,Uttarakhand,Haridwar,PT004992,PT004992,6518.32
811313,NEUROLIFE,AIL,811313,Bihar,Jamui,IT008383,IT008383,
132054,NEUROLIFE,AIL,132054,Haryana,Karnal,IT014583,IT014583,
732210,NEUROLIFE,AIL,732210,West Bengal,Malda,IT008376,IT008376,1162.79
799250,NEUROLIFE,AIL,799250,Tripura,North Tripura,IT008373,IT008373,2133.85
135103,NEUROLIFE,AIL,135103,Haryana,Yamuna Nagar,IT022902,IT022902,
223227,NEUROLIFE,AIL,223227,Uttar Pradesh,Azamgarh,IT014538,IT014538,309.28
560009,NEUROLIFE,AIL,560009,Karnataka,Bangalore,PT001483,PT001483,2676.52
851134,NEUROLIFE,AIL,851134,Bihar,Begusarai,PT003391,PT003391,114.8
731243,NEUROLIFE,AIL,731243,West Bengal,Birbhum,IT018576,IT018576,10288.019
802114,NEUROLIFE,AIL,802114,Bihar,Buxar,PT001467,PT001467,106.05
828119,NEUROLIFE,AIL,828119,Jharkhand,Dhanbad,PT003364,PT003364,
822112,NEUROLIFE,AIL,822112,Jharkhand,Garhwa,PT003364,PT003364,
233310,NEUROLIFE,AIL,233310,Uttar Pradesh,Ghazipur,PT001459,PT001459,282.8
814160,NEUROLIFE,AIL,814160,Jharkhand,Godda,IT008383,IT008383,
573201,NEUROLIFE,AIL,573201,Karnataka,Hassan,IT014743,IT014743,65215.944
302005,NEUROLIFE,AIL,302005,Rajasthan,Jaipur,PT003181,PT003181,2755.619
326502,NEUROLIFE,AIL,326502,Rajasthan,Jhalawar,IT014730,IT014730,
333308,NEUROLIFE,AIL,333308,Rajasthan,Jhujhunu,IT008353,IT008353,212.1
758023,NEUROLIFE,AIL,758023,Odisha,Kendujhar,PT001461,PT001461,
700134,NEUROLIFE,AIL,700134,West Bengal,North 24 Parganas,PT001463,PT001463,347.5
284124,NEUROLIFE,AIL,284124,Uttar Pradesh,Lalitpur,PT001460,PT001460,282.12
221603,NEUROLIFE,AIL,221603,Uttar Pradesh,Mau,IT014538,IT014538,
721253,NEUROLIFE,AIL,721253,West Bengal,West Midnapore,PT001463,PT001463,18293.01
721626,NEUROLIFE,AIL,721626,West Bengal,East Midnapore,PT003389,PT003389,9544.45
637408,NEUROLIFE,AIL,637408,Tamil Nadu,Namakkal,PT003401,PT003401,23414.655
679104,NEUROLIFE,AIL,679104,Kerala,Palakkad,PT003409,PT003409,918.91
306021,NEUROLIFE,AIL,306021,Rajasthan,Pali,PT001456,PT001456,
802213,NEUROLIFE,AIL,802213,Bihar,Rohtas,PT001467,PT001467,
416408,NEUROLIFE,AIL,416408,Maharashtra,Sangli,IT014598,IT014598,
852110,NEUROLIFE,AIL,852110,Bihar,Supaul,PT003396,PT003396,
627859,NEUROLIFE,AIL,627859,Tamil Nadu,Tirunelveli,IT014565,IT014565,18039.3455
530029,NEUROLIFE,AIL,530029,Andhra Pradesh,Visakhapatnam,PT001482,PT001482,9960.43
445202,NEUROLIFE,AIL,445202,Maharashtra,Yavatmal,IT016616,IT016616,1336.02
799009,NEUROLIFE,AIL,799009,Tripura,West Tripura,IT008373,IT008373,278.36
382350,NEUROLIFE,AIL,382350,Gujarat,Ahmedabad,PT001478,PT001478,82344.2685
271306,NEUROLIFE,AIL,271306,Uttar Pradesh,Balrampur,PT001458,PT001458,70.2
327022,NEUROLIFE,AIL,327022,Rajasthan,Banswara,IT014648,IT014648,
731216,NEUROLIFE,AIL,731216,West Bengal,Birbhum,IT014906,IT014906,10906.0805
577127,NEUROLIFE,AIL,577127,Karnataka,Chickmagalur,PT003362,PT003362,968.45
736179,NEUROLIFE,AIL,736179,West Bengal,Cooch Behar,IT014723,IT014723,
210507,NEUROLIFE,AIL,210507,Uttar Pradesh,Hamirpur,PT001460,PT001460,98.86
793151,NEUROLIFE,AIL,793151,Meghalaya,Jaintia Hills,PT003373,PT003373,
639116,NEUROLIFE,AIL,639116,Tamil Nadu,Karur,IT008428,IT008428,
507111,NEUROLIFE,AIL,507111,Telangana,Khammam,IT008416,IT008416,18827.612
847308,NEUROLIFE,AIL,847308,Bihar,Madhubani,IT008384,IT008384,86.1
732203,NEUROLIFE,AIL,732203,West Bengal,Malda,IT008376,IT008376,1931.17
721260,NEUROLIFE,AIL,721260,West Bengal,West Midnapore,PT003389,PT003389,5919.82
741249,NEUROLIFE,AIL,741249,West Bengal,Nadia,IT008377,IT008377,12993.1475
503001,NEUROLIFE,AIL,503001,Telangana,Nizamabad,IT008411,IT008411,121767.7716
147104,NEUROLIFE,AIL,147104,Punjab,Patiala,IT014580,IT014580,
465669,NEUROLIFE,AIL,465669,Madhya Pradesh,Rajgarh,PT001474,PT001474,
383001,NEUROLIFE,AIL,383001,Gujarat,Sabarkantha,PT001478,PT001478,3761.028
768112,NEUROLIFE,AIL,768112,Odisha,Sambalpur,IT014731,IT014731,
852215,NEUROLIFE,AIL,852215,Bihar,Supaul,PT003396,PT003396,100.45
621312,NEUROLIFE,AIL,621312,Tamil Nadu,Tiruchirappalli,IT008428,IT008428,259.86
606704,NEUROLIFE,AIL,606704,Tamil Nadu,Tiruvannamalai,PT003411,PT003411,114.8
695572,NEUROLIFE,AIL,695572,Kerala,Thiruvananthapuram,PT001486,PT001486,669.24
535006,NEUROLIFE,AIL,535006,Andhra Pradesh,Vizianagaram,PT001482,PT001482,10944.731
500095,NEUROLIFE,AIL,500095,Telangana,Hyderabad,PT001480,PT001480,14939.21
284401,NEUROLIFE,AIL,284401,Uttar Pradesh,Jhansi,PT001460,PT001460,1344.84
678623,NEUROLIFE,AIL,678623,Kerala,Palakkad,PT003409,PT003409,
504106,NEUROLIFE,AIL,504106,Telangana,Adilabad,PT005704,PT005704,43379.4775
283201,NEUROLIFE,AIL,283201,Uttar Pradesh,Agra,IT014545,IT014545,
515123,NEUROLIFE,AIL,515123,Andhra Pradesh,Ananthapur,IT014683,IT014683,
854312,NEUROLIFE,AIL,854312,Bihar,Araria,PT003396,PT003396,440.05
612903,NEUROLIFE,AIL,612903,Tamil Nadu,Ariyalur,IT008428,IT008428,
481111,NEUROLIFE,AIL,481111,Madhya Pradesh,Balaghat,PT001477,PT001477,
221711,NEUROLIFE,AIL,221711,Uttar Pradesh,Ballia,IT014538,IT014538,
243002,NEUROLIFE,AIL,243002,Uttar Pradesh,Bareilly,PT003357,PT003357,492.62
127025,NEUROLIFE,AIL,127025,Haryana,Bhiwani,IT014571,IT014571,
463106,NEUROLIFE,AIL,463106,Madhya Pradesh,Bhopal,PT001474,PT001474,
586108,NEUROLIFE,AIL,586108,Karnataka,Bijapur,PT006183,PT006183,
243722,NEUROLIFE,AIL,243722,Uttar Pradesh,Budaun,PT003357,PT003357,
190005,NEUROLIFE,AIL,190005,Jammu & Kashmir,Budgam,PT003405,PT003405,
323801,NEUROLIFE,AIL,323801,Rajasthan,Bundi,IT014730,IT014730,154.64
160012,NEUROLIFE,AIL,160012,Punjab,Chandigarh,PT001452,PT001452,2405.55
600120,NEUROLIFE,AIL,600120,Tamil Nadu,Tiruvallur,PT001490,PT001490,4933.54
641654,NEUROLIFE,AIL,641654,Tamil Nadu,Coimbatore,PT001491,PT001491,20393.9
642001,NEUROLIFE,AIL,642001,Tamil Nadu,Coimbatore,PT001491,PT001491,19260.45064
736159,NEUROLIFE,AIL,736159,West Bengal,Cooch Behar,PT003409,PT003409,7527.514
580007,NEUROLIFE,AIL,580007,Karnataka,Dharwad,PT003375,PT003375,31478.2095
759022,NEUROLIFE,AIL,759022,Odisha,Dhenkanal,PT001461,PT001461,
425405,NEUROLIFE,AIL,425405,Maharashtra,Dhule,IT023152,IT023152,2700.97
786692,NEUROLIFE,AIL,786692,Assam,Dibrugarh,IT008371,IT008371,
207123,NEUROLIFE,AIL,207123,Uttar Pradesh,Etah,IT008363,IT008363,11330.88
382610,NEUROLIFE,AIL,382610,Gujarat,Gandhi Nagar,PT001478,PT001478,3299.73
335707,NEUROLIFE,AIL,335707,Rajasthan,Ganganagar,IT014645,IT014645,
761117,NEUROLIFE,AIL,761117,Odisha,Ganjam,PT001462,PT001462,
403702,NEUROLIFE,AIL,403702,Goa,South Goa,PT003369,PT003369,94429.8175
783124,NEUROLIFE,AIL,783124,Assam,Goalpara,IT015614,IT015614,
273209,NEUROLIFE,AIL,273209,Uttar Pradesh,Gorakhpur,PT003370,PT003370,
201201,NEUROLIFE,AIL,201201,Uttar Pradesh,Ghaziabad,PT003368,PT003368,1115.02
247661,NEUROLIFE,AIL,247661,Uttarakhand,Haridwar,PT004992,PT004992,
825336,NEUROLIFE,AIL,825336,Jharkhand,Hazaribag,PT003399,PT003399,
144007,NEUROLIFE,AIL,144007,Punjab,Jalandhar,IT014575,IT014575,
361009,NEUROLIFE,AIL,361009,Gujarat,Jamnagar,IT014728,IT014728,
222149,NEUROLIFE,AIL,222149,Uttar Pradesh,Jaunpur,IT014538,IT014538,
126112,NEUROLIFE,AIL,126112,Haryana,Jind,IT014571,IT014571,6290.99
370040,NEUROLIFE,AIL,370040,Gujarat,Kachchh,IT014728,IT014728,
670673,NEUROLIFE,AIL,670673,Kerala,Kannur,PT005843,PT005843,
209111,NEUROLIFE,AIL,209111,Uttar Pradesh,Kanpur Dehat,PT001460,PT001460,424.22
671318,NEUROLIFE,AIL,671318,Kerala,Kasargod,PT005843,PT005843,
854108,NEUROLIFE,AIL,854108,Bihar,Katihar,PT003396,PT003396,
700073,NEUROLIFE,AIL,700073,West Bengal,Kolkata,PT001463,PT001463,1964.7
700083,NEUROLIFE,AIL,700083,West Bengal,North 24 Parganas,PT001463,PT001463,342.03
691004,NEUROLIFE,AIL,691004,Kerala,Kollam,PT003380,PT003380,
583277,NEUROLIFE,AIL,583277,Karnataka,Koppal,PT003362,PT003362,8257.36
673602,NEUROLIFE,AIL,673602,Kerala,Kozhikode,PT001487,PT001487,
136135,NEUROLIFE,AIL,136135,Haryana,Kurukshetra,IT014583,IT014583,
811112,NEUROLIFE,AIL,811112,Bihar,Lakhisarai,IT008383,IT008383,
227202,NEUROLIFE,AIL,227202,Uttar Pradesh,Lucknow,PT001458,PT001458,
205265,NEUROLIFE,AIL,205265,Uttar Pradesh,Mainpuri,PT001460,PT001460,
676304,NEUROLIFE,AIL,676304,Kerala,Malappuram,IT014700,IT014700,
679334,NEUROLIFE,AIL,679334,Kerala,Malappuram,IT014700,IT014700,
571478,NEUROLIFE,AIL,571478,Karnataka,Mandya,IT014743,IT014743,
421102,NEUROLIFE,AIL,421102,Maharashtra,Thane,PT001468,PT001468,
201314,NEUROLIFE,AIL,201314,Uttar Pradesh,Noida,PT003368,PT003368,618.58
410203,NEUROLIFE,AIL,410203,Maharashtra,Raigarh(Mh),PT001468,PT001468,52252.35
246425,NEUROLIFE,AIL,246425,Uttarakhand,Rudraprayag,IT014549,IT014549,
636308,NEUROLIFE,AIL,636308,Tamil Nadu,Salem,PT003401,PT003401,1202.74
841218,NEUROLIFE,AIL,841218,Bihar,Saran,PT001467,PT001467,
465113,NEUROLIFE,AIL,465113,Madhya Pradesh,Shajapur,IT008287,IT008287,
416522,NEUROLIFE,AIL,416522,Maharashtra,Sindhudurg,PT001472,PT001472,
173025,NEUROLIFE,AIL,173025,Himachal Pradesh,Sirmaur,IT022901,IT022901,62701.9485
841504,NEUROLIFE,AIL,841504,Bihar,Siwan,PT003391,PT003391,
174103,NEUROLIFE,AIL,174103,Himachal Pradesh,Solan,IT022901,IT022901,171.82
770018,NEUROLIFE,AIL,770018,Odisha,Sundergarh,IT014731,IT014731,
680567,NEUROLIFE,AIL,680567,Kerala,Thrissur,PT003409,PT003409,
680619,NEUROLIFE,AIL,680619,Kerala,Thrissur,PT003409,PT003409,
601201,NEUROLIFE,AIL,601201,Tamil Nadu,Tiruvallur,PT001490,PT001490,46142.839
576120,NEUROLIFE,AIL,576120,Karnataka,Udupi,PT001484,PT001484,597.48
209867,NEUROLIFE,AIL,209867,Uttar Pradesh,Unnao,PT001460,PT001460,
209871,NEUROLIFE,AIL,209871,Uttar Pradesh,Unnao,PT001460,PT001460,
670101,NEUROLIFE,AIL,670101,Kerala,Kannur,PT001487,PT001487,
688522,NEUROLIFE,AIL,688522,Kerala,Alappuzha,IT014689,IT014689,309.28
621713,NEUROLIFE,AIL,621713,Tamil Nadu,Ariyalur,IT008428,IT008428,2705.288
193501,NEUROLIFE,AIL,193501,Jammu & Kashmir,Baramulla,PT003405,PT003405,
250611,NEUROLIFE,AIL,250611,Uttar Pradesh,Bagpat,PT005328,PT005328,309.28
713369,NEUROLIFE,AIL,713369,West Bengal,Bardhaman,PT001466,PT001466,
756112,NEUROLIFE,AIL,756112,Odisha,Bhadrak,PT001461,PT001461,309.28
756133,NEUROLIFE,AIL,756133,Odisha,Bhadrak,PT001461,PT001461,
393001,NEUROLIFE,AIL,393001,Gujarat,Bharuch,PT002900,PT002900,46995.11
311601,NEUROLIFE,AIL,311601,Rajasthan,Bhilwara,IT008355,IT008355,
462024,NEUROLIFE,AIL,462024,Madhya Pradesh,Bhopal,PT001474,PT001474,
444204,NEUROLIFE,AIL,444204,Maharashtra,Buldhana,IT008396,IT008396,
845430,NEUROLIFE,AIL,845430,Bihar,East Champaran,PT003391,PT003391,
442917,NEUROLIFE,AIL,442917,Maharashtra,Chandrapur,IT014727,IT014727,
517640,NEUROLIFE,AIL,517640,Andhra Pradesh,Chittoor,PT003389,PT003389,8555.28
516421,NEUROLIFE,AIL,516421,Andhra Pradesh,Cuddapah,IT014680,IT014680,
516454,NEUROLIFE,AIL,516454,Andhra Pradesh,Cuddapah,IT014680,IT014680,
454001,NEUROLIFE,AIL,454001,Madhya Pradesh,Dhar,PT001475,PT001475,154.64
275202,NEUROLIFE,AIL,275202,Uttar Pradesh,Ghazipur,PT001459,PT001459,
533430,NEUROLIFE,AIL,533430,Andhra Pradesh,East Godavari,PT005713,PT005713,
534330,NEUROLIFE,AIL,534330,Andhra Pradesh,West Godavari,IT014677,IT014677,495.6
273212,NEUROLIFE,AIL,273212,Uttar Pradesh,Gorakhpur,PT003370,PT003370,
522413,NEUROLIFE,AIL,522413,Andhra Pradesh,Guntur,PT003371,PT003371,58492.4065
146102,NEUROLIFE,AIL,146102,Punjab,Hoshiarpur,IT014576,IT014576,
811308,NEUROLIFE,AIL,811308,Bihar,Jamui,IT008383,IT008383,154.64
333028,NEUROLIFE,AIL,333028,Rajasthan,Jhujhunu,IT008353,IT008353,
333042,NEUROLIFE,AIL,333042,Rajasthan,Jhujhunu,IT008353,IT008353,1172.96
821106,NEUROLIFE,AIL,821106,Bihar,Kaimur (Bhabua),PT001467,PT001467,309.28
631501,NEUROLIFE,AIL,631501,Tamil Nadu,Kanchipuram,PT003411,PT003411,109136.9465
609606,NEUROLIFE,AIL,609606,Pondicherry,Karaikal,PT003395,PT003395,4343.31
505301,NEUROLIFE,AIL,505301,Telangana,Karim Nagar,IT008411,IT008411,17033.726
505468,NEUROLIFE,AIL,505468,Telangana,Karim Nagar,IT008411,IT008411,15489.0525
505497,NEUROLIFE,AIL,505497,Telangana,Karim Nagar,IT008416,IT008416,6769.2945
671314,NEUROLIFE,AIL,671314,Kerala,Kasargod,PT005843,PT005843,
854113,NEUROLIFE,AIL,854113,Bihar,Katihar,PT003396,PT003396,154.64
712104,NEUROLIFE,AIL,712104,West Bengal,Hooghly,PT001463,PT001463,12433.6295
847102,NEUROLIFE,AIL,847102,Bihar,Madhubani,IT008384,IT008384,
847108,NEUROLIFE,AIL,847108,Bihar,Madhubani,IT008384,IT008384,309.28
152107,NEUROLIFE,AIL,152107,Punjab,Muktsar,PT003359,PT003359,309.28
571434,NEUROLIFE,AIL,571434,Karnataka,Mandya,IT014743,IT014743,6542.939
721504,NEUROLIFE,AIL,721504,West Bengal,West Midnapore,PT003389,PT003389,
813221,NEUROLIFE,AIL,813221,Bihar,Banka,IT008383,IT008383,1005.9
742161,NEUROLIFE,AIL,742161,West Bengal,Murshidabad,PT003356,PT003356,1674.46
843105,NEUROLIFE,AIL,843105,Bihar,Muzaffarpur,PT003391,PT003391,506.12
764072,NEUROLIFE,AIL,764072,Odisha,Nabarangapur,PT001462,PT001462,
341024,NEUROLIFE,AIL,341024,Rajasthan,Nagaur,PT003181,PT003181,154.64
341506,NEUROLIFE,AIL,341506,Rajasthan,Nagaur,IT014647,IT014647,618.56
341514,NEUROLIFE,AIL,341514,Rajasthan,Nagaur,IT014647,IT014647,
643217,NEUROLIFE,AIL,643217,Tamil Nadu,Nilgiris,PT001491,PT001491,15044.1215
450117,NEUROLIFE,AIL,450117,Madhya Pradesh,Khandwa,PT001475,PT001475,
523168,NEUROLIFE,AIL,523168,Andhra Pradesh,Prakasam,IT008414,IT008414,
230502,NEUROLIFE,AIL,230502,Uttar Pradesh,Pratapgarh,IT008364,IT008364,
